id,label
375,2
376,5
377,5
378,3
379,4
380,4
381,5
382,3
383,4
384,0
385,6
386,3
387,5
388,5
389,5
390,5
391,3
392,3
393,3
394,3
395,5
396,4
397,5
398,6
399,0
400,4
401,5
402,3
403,3
404,5
405,6
406,5
407,5
408,5
409,5
410,6
411,5
412,6
413,3
414,3
415,3
416,6
417,3
418,5
419,4
420,3
421,3
422,5
423,3
424,5
425,5
426,6
427,3
428,3
429,6
430,6
431,6
432,2
433,6
434,2
435,3
436,3
437,5
438,4
439,3
440,6
441,0
442,3
443,2
444,5
445,3
446,2
447,3
448,5
449,6
450,6
451,3
452,3
453,6
454,2
455,5
456,2
457,0
458,4
459,6
460,5
461,5
462,3
463,3
464,5
465,6
466,6
467,3
468,3
469,3
470,3
471,5
472,5
473,3
474,6
475,3
476,3
477,5
478,6
479,3
480,5
481,3
482,3
483,0
484,5
485,4
486,6
487,5
488,3
489,3
490,3
491,2
492,3
493,4
494,4
495,3
496,6
497,5
498,3
499,5
500,6
501,5
502,3
503,5
504,3
505,3
506,5
507,5
508,6
509,5
510,3
511,6
512,4
513,3
514,2
515,3
516,5
517,3
518,0
519,4
520,3
521,6
522,0
523,6
524,6
525,3
526,3
527,6
528,3
529,3
530,3
531,3
532,5
533,5
534,0
535,3
536,0
537,6
538,5
539,4
540,6
541,3
542,5
543,6
544,6
545,5
546,6
547,6
548,3
549,3
550,6
551,4
552,6
553,3
554,3
555,3
556,2
557,3
558,6
559,0
560,5
561,3
562,5
563,5
564,5
565,5
566,3
567,0
568,4
569,6
570,6
571,3
572,3
573,6
574,5
575,5
576,5
577,3
578,4
579,3
580,2
581,3
582,3
583,3
584,5
585,6
586,5
587,5
588,6
589,3
590,3
591,0
592,2
593,5
594,3
595,3
596,5
597,2
598,3
599,6
600,5
601,6
602,4
603,0
604,3
605,6
606,2
607,6
608,5
609,6
610,5
611,5
612,4
613,3
614,5
615,2
616,6
617,6
618,6
619,6
620,3
621,6
622,6
623,6
624,3
625,3
626,0
627,2
628,3
629,3
630,4
631,6
632,5
633,3
634,5
635,2
636,3
637,3
638,5
639,5
640,5
641,6
642,3
643,3
644,5
645,3
646,3
647,6
648,5
649,3
650,4
651,2
652,6
653,3
654,6
655,6
656,3
657,5
658,5
659,5
660,5
661,3
662,4
663,3
664,3
665,5
666,6
667,6
668,6
669,2
670,3
671,3
672,3
673,2
674,6
675,6
676,5
677,5
678,3
679,6
680,0
681,5
682,6
683,6
684,3
685,6
686,3
687,3
688,6
689,3
690,5
691,3
692,4
693,5
694,3
695,3
696,5
697,3
698,0
699,6
700,5
701,3
702,4
703,4
704,2
705,6
706,3
707,0
708,3
709,3
710,6
711,2
712,2
713,3
714,4
715,5
716,6
717,2
718,4
719,5
720,6
721,3
722,3
723,2
724,5
725,5
726,5
727,5
728,5
729,3
730,3
731,5
732,5
733,6
734,5
735,5
736,6
737,4
738,4
739,4
740,6
741,4
742,3
743,3
744,6
745,6
746,4
747,3
748,3
749,3
750,4
751,3
752,5
753,4
754,6
755,3
756,3
757,6
758,5
759,3
760,3
761,4
762,5
763,3
764,6
765,3
766,6
767,6
768,5
769,3
770,5
771,5
772,3
773,6
774,2
775,5
776,3
777,6
778,0
779,2
780,0
781,6
782,6
783,3
784,5
785,3
786,6
787,6
788,6
789,6
790,3
791,3
792,3
793,0
794,3
795,3
796,6
797,3
798,0
799,5
800,3
801,5
802,5
803,5
804,6
805,4
806,5
807,5
808,5
809,6
810,3
811,6
812,3
813,5
814,0
815,5
816,6
817,5
818,6
819,2
820,3
821,5
822,3
823,3
824,5
825,6
826,5
827,6
828,5
829,6
830,3
831,5
832,6
833,3
834,3
835,6
836,2
837,4
838,3
839,2
840,4
841,4
842,5
843,3
844,5
845,3
846,3
847,6
848,4
849,5
850,5
851,3
852,6
853,3
854,5
855,3
856,6
857,3
858,6
859,3
860,5
861,5
862,6
863,2
864,6
865,4
866,6
867,2
868,6
869,3
870,3
871,4
872,0
873,5
874,6
875,6
876,3
877,5
878,3
879,4
880,3
881,4
882,6
883,6
884,5
885,5
886,2
887,3
888,4
889,5
890,3
891,5
892,3
893,2
894,3
895,6
896,3
897,3
898,4
899,6
900,2
901,3
902,3
903,6
904,5
905,3
906,5
907,5
908,4
909,5
910,5
911,3
912,3
913,5
914,5
915,6
916,6
917,6
918,3
919,5
920,3
921,6
922,3
923,3
924,6
925,3
926,5
927,5
928,5
929,3
930,5
931,4
932,5
933,4
934,6
935,6
936,5
937,6
938,3
939,3
940,3
941,6
942,3
943,6
944,4
945,6
946,5
947,4
948,3
949,3
950,5
951,6
952,3
953,2
954,3
955,6
956,6
957,6
958,3
959,5
960,5
961,4
962,5
963,2
964,5
965,2
966,6
967,3
968,3
969,3
970,3
971,3
972,3
973,0
974,6
975,3
976,4
977,3
978,3
979,3
980,4
981,5
982,2
983,5
984,3
985,4
986,6
987,3
988,3
989,5
990,3
991,6
992,4
993,3
994,6
995,3
996,2
997,3
998,4
999,3
1000,6
1001,5
1002,6
1003,6
1004,5
1005,6
1006,2
1007,6
1008,2
1009,5
1010,3
1011,5
1012,5
1013,3
1014,0
1015,4
1016,6
1017,5
1018,3
1019,5
1020,2
1021,3
1022,6
1023,6
1024,3
1025,6
1026,2
1027,3
1028,6
1029,6
1030,6
1031,6
1032,3
1033,3
1034,3
1035,0
1036,3
1037,2
1038,5
1039,5
1040,2
1041,6
1042,3
1043,6
1044,4
1045,6
1046,3
1047,6
1048,2
1049,6
1050,3
1051,3
1052,6
1053,5
1054,5
1055,3
1056,4
1057,6
1058,6
1059,5
1060,3
1061,3
1062,5
1063,6
1064,3
1065,6
1066,3
1067,6
1068,2
1069,6
1070,2
1071,5
1072,2
1073,6
1074,3
1075,3
1076,6
1077,5
1078,5
1079,0
1080,3
1081,3
1082,5
1083,3
1084,6
1085,3
1086,4
1087,5
1088,5
1089,2
1090,3
1091,3
1092,3
1093,3
1094,2
1095,5
1096,3
1097,3
1098,3
1099,6
1100,3
1101,2
1102,3
1103,3
1104,3
1105,2
1106,0
1107,6
1108,3
1109,5
1110,5
1111,6
1112,3
1113,4
1114,5
1115,6
1116,4
1117,3
1118,4
1119,3
1120,5
1121,4
1122,3
1123,3
1124,5
1125,6
1126,5
1127,3
1128,3
1129,5
1130,5
1131,6
1132,3
1133,3
1134,3
1135,2
1136,5
1137,3
1138,5
1139,6
1140,5
1141,3
1142,3
1143,6
1144,6
1145,2
1146,5
1147,3
1148,5
1149,6
1150,6
1151,6
1152,6
1153,3
1154,5
1155,5
1156,5
1157,0
1158,3
1159,3
1160,5
1161,3
1162,0
1163,6
1164,4
1165,5
1166,5
1167,3
1168,6
1169,5
1170,5
1171,4
1172,3
1173,5
1174,3
1175,3
1176,0
1177,6
1178,3
1179,3
1180,3
1181,3
1182,6
1183,6
1184,3
1185,5
1186,3
1187,5
1188,5
1189,3
1190,3
1191,3
1192,3
1193,5
1194,3
1195,5
1196,5
1197,5
1198,3
1199,3
1200,5
1201,3
1202,3
1203,3
1204,6
1205,4
1206,3
1207,3
1208,6
1209,5
1210,6
1211,5
1212,3
1213,3
1214,3
1215,0
1216,4
1217,3
1218,5
1219,6
1220,6
1221,3
1222,3
1223,3
1224,3
1225,3
1226,4
1227,6
1228,4
1229,3
1230,6
1231,6
1232,5
1233,4
1234,6
1235,6
1236,3
1237,3
1238,3
1239,3
1240,3
1241,0
1242,3
1243,5
1244,6
1245,5
1246,5
1247,2
1248,5
1249,3
1250,3
1251,6
1252,6
1253,2
1254,3
1255,6
1256,3
1257,3
1258,3
1259,5
1260,6
1261,6
1262,0
1263,4
1264,6
1265,6
1266,5
1267,5
1268,2
1269,6
1270,3
1271,6
1272,3
1273,3
1274,6
1275,5
1276,6
1277,5
1278,6
1279,3
1280,5
1281,6
1282,3
1283,5
1284,2
1285,2
1286,3
1287,5
1288,5
1289,4
1290,3
1291,5
1292,5
1293,0
1294,3
1295,4
1296,5
1297,3
1298,6
1299,5
1300,4
1301,6
1302,3
1303,6
1304,2
1305,5
1306,3
1307,3
1308,5
1309,6
1310,6
1311,6
1312,6
1313,5
1314,5
1315,3
1316,6
1317,3
1318,3
1319,3
1320,5
1321,6
1322,5
1323,0
1324,4
1325,3
1326,4
1327,6
1328,5
1329,5
1330,5
1331,6
1332,5
1333,3
1334,4
1335,6
1336,4
1337,5
1338,6
1339,5
1340,3
1341,6
1342,5
1343,4
1344,6
1345,5
1346,3
1347,4
1348,6
1349,0
1350,3
1351,3
1352,6
1353,6
1354,4
1355,3
1356,6
1357,5
1358,6
1359,6
1360,4
1361,6
1362,5
1363,6
1364,5
1365,4
1366,5
1367,5
1368,6
1369,2
1370,4
1371,0
1372,5
1373,3
1374,3
1375,5
1376,4
1377,3
1378,5
1379,2
1380,3
1381,3
1382,3
1383,3
1384,3
1385,4
1386,3
1387,5
1388,3
1389,5
1390,3
1391,5
1392,3
1393,3
1394,6
1395,4
1396,3
1397,3
1398,3
1399,5
1400,4
1401,6
1402,3
1403,5
1404,3
1405,3
1406,3
1407,3
1408,6
1409,3
1410,3
1411,5
1412,4
1413,3
1414,5
1415,6
1416,3
1417,3
1418,3
1419,3
1420,3
1421,6
1422,3
1423,6
1424,5
1425,3
1426,3
1427,6
1428,3
1429,6
1430,4
1431,6
1432,3
1433,5
1434,6
1435,6
1436,5
1437,5
1438,3
1439,6
1440,3
1441,4
1442,5
1443,5
1444,3
1445,6
1446,3
1447,5
1448,6
1449,3
1450,4
1451,5
1452,5
1453,6
1454,3
1455,3
1456,6
1457,3
1458,3
1459,3
1460,4
1461,6
1462,6
1463,2
1464,3
1465,3
1466,3
1467,3
1468,2
1469,6
1470,0
1471,3
1472,3
1473,3
1474,4
1475,6
1476,3
1477,3
1478,6
1479,5
1480,5
1481,5
1482,5
1483,5
1484,3
1485,6
1486,6
1487,5
1488,4
1489,6
1490,3
1491,6
1492,3
1493,3
1494,6
1495,5
1496,3
1497,3
1498,2
1499,6
1500,5
1501,5
1502,5
1503,5
1504,5
1505,5
1506,3
1507,3
1508,3
1509,3
1510,5
1511,3
1512,3
1513,5
1514,3
1515,6
1516,5
1517,5
1518,0
1519,3
1520,4
1521,0
1522,6
1523,5
1524,4
1525,6
1526,2
1527,3
1528,3
1529,6
1530,5
1531,6
1532,3
1533,3
1534,5
1535,3
1536,3
1537,6
1538,5
1539,3
1540,3
1541,5
1542,2
1543,3
1544,6
1545,3
1546,4
1547,4
1548,6
1549,5
1550,3
1551,6
1552,3
1553,6
1554,2
1555,3
1556,5
1557,3
1558,3
1559,3
1560,6
1561,4
1562,6
1563,5
1564,4
1565,6
1566,6
1567,4
1568,5
1569,6
1570,6
1571,5
1572,6
1573,5
1574,5
1575,4
1576,3
1577,3
1578,6
1579,6
1580,6
1581,6
1582,6
1583,2
1584,3
1585,6
1586,6
1587,4
1588,6
1589,3
1590,2
1591,5
1592,3
1593,4
1594,3
1595,2
1596,6
1597,3
1598,2
1599,3
1600,6
1601,4
1602,6
1603,5
1604,3
1605,2
1606,6
1607,5
1608,6
1609,5
1610,6
1611,6
1612,5
1613,6
1614,3
1615,5
1616,5
1617,4
1618,6
1619,3
1620,3
1621,6
1622,4
1623,0
1624,6
1625,3
1626,6
1627,5
1628,3
1629,3
1630,2
1631,5
1632,3
1633,3
1634,6
1635,2
1636,2
1637,6
1638,5
1639,6
1640,5
1641,4
1642,3
1643,2
1644,5
1645,6
1646,5
1647,4
1648,5
1649,4
1650,3
1651,5
1652,6
1653,3
1654,3
1655,3
1656,3
1657,6
1658,3
1659,4
1660,6
1661,6
1662,4
1663,3
1664,2
1665,5
1666,3
1667,6
1668,4
1669,2
1670,6
1671,6
1672,6
1673,3
1674,6
1675,4
1676,6
1677,5
1678,5
1679,5
1680,2
1681,5
1682,6
1683,4
1684,5
1685,6
1686,6
1687,6
1688,4
1689,5
1690,2
1691,3
1692,3
1693,4
1694,3
1695,6
1696,5
1697,3
1698,4
1699,3
1700,3
1701,3
1702,3
1703,3
1704,5
1705,3
1706,3
1707,3
1708,3
1709,4
1710,5
1711,2
1712,5
1713,3
1714,5
1715,3
1716,5
1717,2
1718,5
1719,0
1720,5
1721,5
1722,5
1723,3
1724,2
1725,5
1726,6
1727,3
1728,6
1729,6
1730,6
1731,4
1732,5
1733,3
1734,6
1735,4
1736,4
1737,2
1738,0
1739,5
1740,5
1741,3
1742,5
1743,3
1744,2
1745,4
1746,3
1747,6
1748,6
1749,6
1750,4
1751,4
1752,5
1753,3
1754,3
1755,3
1756,5
1757,3
1758,6
1759,3
1760,5
1761,2
1762,3
1763,5
1764,2
1765,2
1766,3
1767,5
1768,3
1769,5
1770,3
1771,2
1772,3
1773,4
1774,2
1775,3
1776,6
1777,3
1778,4
1779,4
1780,5
1781,3
1782,3
1783,3
1784,5
1785,3
1786,4
1787,4
1788,5
1789,5
1790,6
1791,3
1792,3
1793,5
1794,6
1795,4
1796,3
1797,0
1798,5
1799,3
1800,3
1801,3
1802,3
1803,3
1804,5
1805,3
1806,6
1807,5
1808,3
1809,5
1810,3
1811,5
1812,3
1813,6
1814,3
1815,3
1816,4
1817,5
1818,6
1819,3
1820,4
1821,6
1822,3
1823,0
1824,3
1825,3
1826,3
1827,6
1828,5
1829,6
1830,6
1831,4
1832,3
1833,2
1834,6
1835,5
1836,0
1837,6
1838,3
1839,5
1840,6
1841,5
1842,6
1843,2
1844,5
1845,3
1846,2
1847,5
1848,3
1849,6
1850,6
1851,3
1852,4
1853,5
1854,6
1855,5
1856,3
1857,3
1858,5
1859,5
1860,3
1861,4
1862,4
1863,6
1864,2
1865,5
1866,5
1867,6
1868,3
1869,5
1870,2
1871,6
1872,5
1873,5
1874,6
1875,5
1876,3
1877,5
1878,3
1879,6
1880,4
1881,5
1882,5
1883,3
1884,2
1885,5
1886,3
1887,5
1888,6
1889,5
1890,5
1891,5
1892,0
1893,5
1894,0
1895,3
1896,0
1897,3
1898,4
1899,3
1900,6
1901,6
1902,6
1903,2
1904,3
1905,6
1906,5
1907,2
1908,3
1909,6
1910,3
1911,5
1912,2
1913,3
1914,5
1915,6
1916,5
1917,6
1918,4
1919,5
1920,5
1921,5
1922,6
1923,4
1924,5
1925,4
1926,5
1927,3
1928,5
1929,6
1930,3
1931,5
1932,5
1933,6
1934,5
1935,6
1936,0
1937,6
1938,4
1939,6
1940,3
1941,6
1942,3
1943,3
1944,4
1945,6
1946,6
1947,3
1948,3
1949,5
1950,6
1951,3
1952,6
1953,2
1954,3
1955,6
1956,4
1957,6
1958,3
1959,3
1960,5
1961,3
1962,6
1963,3
1964,6
1965,3
1966,3
1967,6
1968,3
1969,3
1970,3
1971,6
1972,5
1973,3
1974,6
1975,5
1976,6
1977,6
1978,6
1979,0
1980,3
1981,3
1982,5
1983,3
1984,3
1985,6
1986,3
1987,0
1988,3
1989,6
1990,5
1991,5
1992,6
1993,6
1994,5
1995,3
1996,3
1997,3
1998,5
1999,3
2000,3
2001,3
2002,5
2003,6
2004,6
2005,5
2006,3
2007,5
2008,5
2009,6
2010,3
2011,2
2012,2
2013,6
2014,5
2015,6
2016,5
2017,5
2018,3
2019,6
2020,5
2021,3
2022,4
2023,2
2024,3
2025,3
2026,5
2027,3
2028,5
2029,5
2030,6
2031,5
2032,3
2033,6
2034,3
2035,0
2036,3
2037,5
2038,5
2039,2
2040,3
2041,5
2042,5
2043,4
2044,4
2045,3
2046,6
2047,6
2048,3
2049,5
2050,3
2051,3
2052,4
2053,3
2054,6
2055,5
2056,3
2057,3
2058,6
2059,3
2060,5
2061,2
2062,3
2063,4
2064,5
2065,3
2066,6
2067,6
2068,5
2069,5
2070,3
2071,3
2072,3
2073,6
2074,6
2075,5
2076,5
2077,6
2078,6
2079,4
2080,3
2081,6
2082,0
2083,3
2084,5
2085,6
2086,3
2087,3
2088,2
2089,5
2090,5
2091,3
2092,5
2093,3
2094,5
2095,3
2096,5
2097,6
2098,3
2099,4
2100,6
2101,4
2102,5
2103,6
2104,5
2105,3
2106,3
2107,3
2108,2
2109,2
2110,5
2111,3
2112,5
2113,3
2114,3
2115,5
2116,3
2117,3
2118,3
2119,5
2120,5
2121,5
2122,3
2123,3
2124,6
2125,2
2126,5
2127,4
2128,6
2129,4
2130,5
2131,6
2132,5
2133,3
2134,6
2135,6
2136,0
2137,4
2138,4
2139,6
2140,6
2141,6
2142,3
2143,6
2144,3
2145,3
2146,6
2147,6
2148,5
2149,5
2150,3
2151,3
2152,3
2153,5
2154,4
2155,3
2156,5
2157,5
2158,4
2159,4
2160,5
2161,6
2162,4
2163,4
2164,5
2165,6
2166,3
2167,5
2168,0
2169,4
2170,5
2171,2
2172,3
2173,6
2174,6
2175,3
2176,3
2177,6
2178,0
2179,6
2180,3
2181,5
2182,5
2183,6
2184,5
2185,6
2186,5
2187,5
2188,5
2189,4
2190,5
2191,4
2192,6
2193,3
2194,3
2195,5
2196,3
2197,3
2198,6
2199,3
2200,3
2201,3
2202,4
2203,4
2204,3
2205,3
2206,4
2207,5
2208,3
2209,3
2210,2
2211,3
2212,3
2213,2
2214,6
2215,6
2216,5
2217,6
2218,6
2219,6
2220,5
2221,3
2222,3
2223,6
2224,5
2225,5
2226,5
2227,5
2228,5
2229,3
2230,2
2231,5
2232,5
2233,6
2234,5
2235,0
2236,5
2237,0
2238,6
2239,3
2240,3
2241,6
2242,3
2243,3
2244,5
2245,3
2246,3
2247,5
2248,3
2249,2
2250,6
2251,3
2252,3
2253,6
2254,3
2255,5
2256,3
2257,0
2258,3
2259,2
2260,6
2261,3
2262,6
2263,3
2264,6
2265,4
2266,3
2267,3
2268,3
2269,5
2270,3
2271,3
2272,3
2273,5
2274,6
2275,3
2276,5
2277,3
2278,6
2279,6
2280,5
2281,3
2282,3
2283,2
2284,5
2285,6
2286,3
2287,6
2288,3
2289,5
2290,3
2291,3
2292,3
2293,6
2294,3
2295,3
2296,5
2297,6
2298,6
2299,5
2300,6
2301,3
2302,3
2303,3
2304,3
2305,3
2306,3
2307,3
2308,3
2309,3
2310,6
2311,3
2312,5
2313,6
2314,6
2315,3
2316,5
2317,6
2318,3
2319,6
2320,4
2321,5
2322,5
2323,6
2324,3
2325,5
2326,3
2327,2
2328,5
2329,3
2330,3
2331,4
2332,5
2333,4
2334,3
2335,6
2336,4
2337,3
2338,5
2339,6
2340,6
2341,3
2342,3
2343,3
2344,3
2345,5
2346,3
2347,3
2348,6
2349,2
2350,3
2351,0
2352,3
2353,3
2354,3
2355,5
2356,6
2357,3
2358,3
2359,5
2360,3
2361,6
2362,5
2363,6
2364,5
2365,4
2366,6
2367,3
2368,2
2369,6
2370,2
2371,3
2372,6
2373,6
2374,6
2375,3
2376,3
2377,3
2378,3
2379,6
2380,5
2381,5
2382,5
2383,5
2384,5
2385,6
2386,0
2387,6
2388,2
2389,6
2390,3
2391,3
2392,0
2393,5
2394,6
2395,6
2396,2
2397,3
2398,4
2399,3
2400,6
2401,3
2402,6
2403,6
2404,4
2405,5
2406,5
2407,5
2408,3
2409,3
2410,3
2411,3
2412,3
2413,5
2414,4
2415,3
2416,0
2417,6
2418,0
2419,3
2420,6
2421,4
2422,3
2423,6
2424,5
2425,3
2426,6
2427,3
2428,3
2429,3
2430,3
2431,3
2432,3
2433,5
2434,3
2435,5
2436,6
2437,3
2438,5
2439,6
2440,6
2441,3
2442,6
2443,6
2444,3
2445,5
2446,3
2447,3
2448,5
2449,3
2450,5
2451,3
2452,5
2453,5
2454,5
2455,6
2456,3
2457,3
2458,3
2459,3
2460,3
2461,3
2462,3
2463,6
2464,6
2465,5
2466,4
2467,3
2468,3
2469,3
2470,3
2471,6
2472,5
2473,3
2474,4
2475,3
2476,5
2477,2
2478,2
2479,5
2480,3
2481,5
2482,2
2483,5
2484,2
2485,5
2486,2
2487,6
2488,6
2489,5
2490,5
2491,3
2492,2
2493,3
2494,6
2495,4
2496,2
2497,3
2498,0
2499,5
2500,6
2501,0
2502,6
2503,5
2504,5
2505,3
2506,6
2507,0
2508,2
2509,3
2510,6
2511,3
2512,5
2513,3
2514,6
2515,3
2516,2
2517,5
2518,5
2519,5
2520,6
2521,6
2522,5
2523,3
2524,4
2525,3
2526,3
2527,3
2528,4
2529,5
2530,3
2531,5
2532,3
2533,3
2534,3
2535,6
2536,3
2537,3
2538,5
2539,3
2540,2
2541,3
2542,3
2543,3
2544,3
2545,4
2546,3
2547,3
2548,6
2549,3
2550,3
2551,5
2552,3
2553,5
2554,6
2555,3
2556,3
2557,6
2558,4
2559,3
2560,6
2561,5
2562,3
2563,4
2564,3
2565,3
2566,0
2567,3
2568,4
2569,5
2570,3
2571,0
2572,6
2573,3
2574,0
2575,3
2576,3
2577,3
2578,6
2579,2
2580,0
2581,2
2582,6
2583,3
2584,6
2585,5
2586,3
2587,0
2588,3
2589,3
2590,5
2591,3
2592,3
2593,4
2594,3
2595,5
2596,3
2597,4
2598,2
2599,6
2600,3
2601,4
2602,6
2603,4
2604,6
2605,6
2606,6
2607,3
2608,6
2609,3
2610,3
2611,3
2612,6
2613,3
2614,5
2615,5
2616,6
2617,3
2618,6
2619,4
2620,3
2621,3
2622,5
2623,6
2624,6
2625,3
2626,0
2627,3
2628,6
2629,3
2630,3
2631,5
2632,6
2633,3
2634,2
2635,6
2636,5
2637,3
2638,6
2639,5
2640,3
2641,3
2642,0
2643,5
2644,5
2645,5
2646,4
2647,2
2648,5
2649,3
2650,5
2651,6
2652,3
2653,4
2654,3
2655,5
2656,6
2657,3
2658,4
2659,2
2660,6
2661,3
2662,6
2663,5
2664,6
2665,3
2666,5
2667,3
2668,3
2669,2
2670,0
2671,5
2672,6
2673,2
2674,4
2675,3
2676,5
2677,3
2678,5
2679,0
2680,3
2681,3
2682,5
2683,4
2684,6
2685,3
2686,2
2687,5
2688,6
2689,5
2690,3
2691,0
2692,4
2693,3
2694,5
2695,3
2696,5
2697,6
2698,2
2699,5
2700,0
2701,3
2702,3
2703,4
2704,6
2705,6
2706,6
2707,6
2708,5
2709,5
2710,3
2711,3
2712,2
2713,3
2714,5
2715,5
2716,4
2717,3
2718,3
2719,3
2720,2
2721,4
2722,6
2723,6
2724,5
2725,3
2726,6
2727,6
2728,3
2729,3
2730,0
2731,3
2732,2
2733,2
2734,6
2735,6
2736,3
2737,2
2738,4
2739,5
2740,6
2741,6
2742,5
2743,3
2744,3
2745,6
2746,3
2747,6
2748,2
2749,3
2750,3
2751,6
2752,3
2753,3
2754,5
2755,5
2756,4
2757,6
2758,6
2759,0
2760,5
2761,3
2762,6
2763,3
2764,5
2765,3
2766,5
2767,6
2768,6
2769,6
2770,5
2771,3
2772,0
2773,3
2774,3
2775,3
2776,0
2777,3
2778,3
2779,5
2780,2
2781,3
2782,0
2783,5
2784,3
2785,0
2786,6
2787,5
2788,3
2789,2
2790,3
2791,3
2792,5
2793,6
2794,3
2795,6
2796,3
2797,5
2798,4
2799,4
2800,5
2801,3
2802,2
2803,5
2804,5
2805,3
2806,3
2807,6
2808,6
2809,0
2810,6
2811,5
2812,0
2813,3
2814,5
2815,3
2816,5
2817,3
2818,6
2819,5
2820,6
2821,0
2822,3
2823,3
2824,5
2825,3
2826,4
2827,2
2828,3
2829,3
2830,6
2831,3
2832,6
2833,3
2834,3
2835,6
2836,5
2837,3
2838,6
2839,6
2840,3
2841,5
2842,3
2843,6
2844,5
2845,3
2846,6
2847,5
2848,4
2849,3
2850,5
2851,6
2852,3
2853,6
2854,5
2855,3
2856,2
2857,3
2858,5
2859,3
2860,5
2861,5
2862,3
2863,3
2864,3
2865,3
2866,3
2867,6
2868,3
2869,3
2870,3
2871,4
2872,3
2873,5
2874,4
2875,5
2876,3
2877,3
2878,5
2879,3
2880,3
2881,5
2882,6
2883,3
2884,6
2885,5
2886,5
2887,5
2888,3
2889,3
2890,5
2891,5
2892,6
2893,6
2894,6
2895,4
2896,6
2897,3
2898,5
2899,5
2900,3
2901,6
2902,3
2903,5
2904,0
2905,4
2906,6
2907,3
2908,3
2909,5
2910,4
2911,5
2912,5
2913,5
2914,6
2915,5
2916,5
2917,3
2918,3
2919,5
2920,3
2921,6
2922,5
2923,3
2924,5
2925,4
2926,5
2927,3
2928,3
2929,4
2930,5
2931,5
2932,3
2933,6
2934,3
2935,3
2936,2
2937,6
2938,5
2939,3
2940,6
2941,6
2942,3
2943,6
2944,4
2945,6
2946,3
2947,6
2948,6
2949,3
2950,3
2951,3
2952,5
2953,5
2954,6
2955,6
2956,3
2957,0
2958,5
2959,3
2960,5
2961,3
2962,5
2963,5
2964,5
2965,3
2966,6
2967,3
2968,0
2969,5
2970,3
2971,4
2972,5
2973,3
2974,3
2975,2
2976,6
2977,5
2978,3
2979,6
2980,3
2981,3
2982,3
2983,2
2984,3
2985,0
2986,4
2987,4
2988,3
2989,6
2990,5
2991,3
2992,5
2993,3
2994,5
2995,6
2996,6
2997,6
